,red_fighter,blue_fighter,red_kd,blue_kd,red_ss_pct,blue_ss_pct,red_td_pct,blue_td_pct,red_sub_att,blue_sub_att,red_rev,blue_rev,red_ctrl_time,blue_ctrl_time,result,method,round,time,event_title,weight_class,red_ss_att,red_ss_landed,blue_ss_att,blue_ss_landed,red_ts_att,red_ts_landed,blue_ts_att,blue_ts_landed,red_td_att,red_td_landed,blue_td_att,blue_td_landed,red_head_att,red_head_landed,blue_head_att,blue_head_landed,red_body_att,red_body_landed,blue_body_att,blue_body_landed,red_leg_att,red_leg_landed,blue_leg_att,blue_leg_landed,red_dist_att,red_dist_landed,blue_dist_att,blue_dist_landed,red_clinch_att,red_clinch_landed,blue_clinch_att,blue_clinch_landed,red_grnd_att,red_grnd_landed,blue_grnd_att,blue_grnd_landed,fight_time,early_finish,title_bout,date,location
4447,Rafael Dos Anjos,Anthony Njokuani,0,0,0.6,0.36,0.35,0.0,0,0,0,0,6.75,0.0,Rafael Dos Anjos , Decision - Unanimous ,3,5.0,UFC on FUEL TV: Munoz vs Weidman,Lightweight ,85,51,87,32,108,68,92,37,17,6,0,0,48,19,55,13,0,0,24,14,37,32,8,5,53,25,85,31,26,21,2,1,6,5,0,0,15.0,0,0,11-2012-07,"San Jose, California, USA"
4448,Damacio Page,Alex Caceres,0,0,0.31,0.75,1.0,0.0,0,3,1,1,5.45,0.21666666666666667,Alex Caceres , Submission ,2,1.45,UFC on FUEL TV: Munoz vs Weidman,Bantamweight ,22,7,12,9,76,56,21,16,2,2,0,0,18,3,7,4,3,3,4,4,1,1,1,1,5,2,10,7,1,1,1,1,16,4,1,1,6.45,1,0,11-2012-07,"San Jose, California, USA"
4449,Chris Cariaso,Josh Ferguson,0,0,0.67,0.3,0.5,0.12,0,0,0,0,4.3,3.85,Chris Cariaso , Decision - Unanimous ,3,5.0,UFC on FUEL TV: Munoz vs Weidman,Flyweight ,104,70,65,20,150,114,79,33,6,3,8,1,82,48,56,12,18,18,8,7,4,4,1,1,65,34,58,15,23,20,7,5,16,16,0,0,15.0,0,0,11-2012-07,"San Jose, California, USA"
4450,Rafael Natal,Andrew Craig,2,1,0.66,0.31,0.4,0.0,0,0,0,1,1.5,0.8333333333333334,Andrew Craig , KO/TKO ,2,4.866666666666666,UFC on FUEL TV: Munoz vs Weidman,Middleweight ,109,73,72,23,115,79,80,30,5,2,1,0,78,47,58,10,14,10,3,2,17,16,11,11,81,49,69,21,12,11,1,0,16,13,2,2,9.866666666666667,1,0,11-2012-07,"San Jose, California, USA"
4451,Marcelo Guimaraes,Dan Stittgen,0,0,0.64,0.48,0.0,1.0,0,0,0,0,7.583333333333333,0.21666666666666667,Marcelo Guimaraes , Decision - Split ,3,5.0,UFC on FUEL TV: Munoz vs Weidman,Welterweight ,97,63,101,49,164,130,130,78,17,0,1,1,35,11,51,16,13,8,19,11,49,44,31,22,66,32,90,38,31,31,11,11,0,0,0,0,15.0,0,0,11-2012-07,"San Jose, California, USA"
4452,Raphael Assuncao,Issei Tamura,1,0,0.65,0.35,0.0,0.0,0,0,0,0,0.7166666666666667,0.0,Raphael Assuncao , KO/TKO ,2,0.4166666666666667,UFC on FUEL TV: Munoz vs Weidman,Bantamweight ,60,39,14,5,63,42,14,5,0,0,1,0,32,14,13,5,13,11,1,0,15,14,0,0,50,31,13,5,1,1,1,0,9,7,0,0,5.416666666666667,1,0,11-2012-07,"San Jose, California, USA"
4453,Anderson Silva,Chael Sonnen,1,0,0.5,0.61,0.0,0.25,0,0,0,0,0.31666666666666665,5.9,Anderson Silva , KO/TKO ,2,1.9166666666666667,UFC 148: Silva vs Sonnen 2, Middleweight  ,30,15,36,22,31,16,105,87,0,0,4,1,25,11,29,16,5,4,7,6,0,0,0,0,12,3,9,4,5,3,7,4,13,9,20,14,6.916666666666667,1,1,07-2012-07,"Las Vegas, Nevada, USA"
4454,Forrest Griffin,Tito Ortiz,0,0,0.32,0.38,0.0,0.5,0,0,0,0,0.8666666666666667,2.7333333333333334,Forrest Griffin , Decision - Unanimous ,3,5.0,UFC 148: Silva vs Sonnen 2,Light Heavyweight ,261,85,128,49,280,104,147,68,0,0,6,3,205,54,123,47,36,20,5,2,20,11,0,0,253,81,115,40,8,4,6,4,0,0,7,5,15.0,0,0,07-2012-07,"Las Vegas, Nevada, USA"
4455,Cung Le,Patrick Cote,0,0,0.48,0.38,1.0,0.0,0,0,0,0,1.2166666666666666,1.1666666666666667,Cung Le , Decision - Unanimous ,3,5.0,UFC 148: Silva vs Sonnen 2,Middleweight ,113,55,133,51,116,58,162,79,2,2,2,0,77,27,85,19,27,22,24,17,9,6,24,15,102,46,119,43,10,9,14,8,1,0,0,0,15.0,0,0,07-2012-07,"Las Vegas, Nevada, USA"
4456,Dong Hyun Kim,Demian Maia,0,0,1.0,1.0,0.0,0.33,0,0,0,0,0.0,0.6833333333333333,Demian Maia , KO/TKO ,1,0.7833333333333333,UFC 148: Silva vs Sonnen 2,Welterweight ,8,8,1,1,8,8,3,3,0,0,3,1,7,7,1,1,0,0,0,0,1,1,0,0,1,1,0,0,4,4,0,0,3,3,1,1,0.7833333333333333,1,0,07-2012-07,"Las Vegas, Nevada, USA"
4457,Chad Mendes,Cody McKenzie,1,0,1.0,0.16,0.0,0.0,0,0,0,0,0.05,0.0,Chad Mendes , KO/TKO ,1,0.5166666666666667,UFC 148: Silva vs Sonnen 2,Featherweight ,8,8,6,1,9,9,6,1,0,0,0,0,5,5,5,0,2,2,0,0,1,1,1,1,4,4,6,1,0,0,0,0,4,4,0,0,0.5166666666666667,1,0,07-2012-07,"Las Vegas, Nevada, USA"
4458,Ivan Menjivar,Mike Easton,0,0,0.27,0.27,0.0,0.5,0,0,0,0,0.0,0.8,Mike Easton , Decision - Unanimous ,3,5.0,UFC 148: Silva vs Sonnen 2,Bantamweight ,148,40,169,46,150,42,178,55,1,0,2,1,98,10,116,14,26,15,28,12,24,15,25,20,145,38,165,43,3,2,2,2,0,0,2,1,15.0,0,0,07-2012-07,"Las Vegas, Nevada, USA"
4459,Melvin Guillard,Fabricio Camoes,0,0,0.36,0.24,1.0,0.09,0,0,0,1,1.3833333333333333,2.1,Melvin Guillard , Decision - Unanimous ,3,5.0,UFC 148: Silva vs Sonnen 2,Lightweight ,101,37,74,18,125,57,92,33,1,1,11,1,89,27,55,7,10,8,6,2,2,2,13,9,83,28,68,16,6,1,2,1,12,8,4,1,15.0,0,0,07-2012-07,"Las Vegas, Nevada, USA"
4460,Gleison Tibau,Khabib Nurmagomedov,0,0,0.32,0.24,0.16,0.0,0,0,0,0,0.2833333333333333,4.433333333333334,Khabib Nurmagomedov , Decision - Unanimous ,3,5.0,UFC 148: Silva vs Sonnen 2,Lightweight ,87,28,101,25,110,46,112,33,6,1,13,0,70,15,82,13,17,13,12,7,0,0,7,5,78,19,89,15,9,9,12,10,0,0,0,0,15.0,0,0,07-2012-07,"Las Vegas, Nevada, USA"
4461,Constantinos Philippou,Riki Fukuda,0,0,0.25,0.45,0.0,0.0,0,0,0,0,0.11666666666666667,1.9333333333333333,Constantinos Philippou , Decision - Unanimous ,3,5.0,UFC 148: Silva vs Sonnen 2,Middleweight ,162,42,97,44,173,53,114,61,2,0,8,0,154,37,68,20,8,5,9,6,0,0,20,18,158,40,94,43,4,2,3,1,0,0,0,0,15.0,0,0,07-2012-07,"Las Vegas, Nevada, USA"
4462,John Alessio,Shane Roller,0,0,0.33,0.44,0.0,0.42,0,0,1,0,2.1,7.983333333333333,Shane Roller , Decision - Unanimous ,3,5.0,UFC 148: Silva vs Sonnen 2,Lightweight ,103,35,69,31,134,63,128,82,1,0,7,3,95,28,56,20,8,7,5,3,0,0,8,8,93,29,58,20,7,5,2,2,3,1,9,9,15.0,0,0,07-2012-07,"Las Vegas, Nevada, USA"
4463,Rafaello Oliveira,Yoislandy Izquierdo,0,0,0.72,0.47,0.57,0.0,5,0,0,0,11.016666666666667,0.0,Rafaello Oliveira , Decision - Unanimous ,3,5.0,UFC 148: Silva vs Sonnen 2,Lightweight ,40,29,57,27,199,178,75,43,7,4,0,0,20,9,43,14,13,13,10,9,7,7,4,4,20,12,52,24,0,0,5,3,20,17,0,0,15.0,0,0,07-2012-07,"Las Vegas, Nevada, USA"
4464,Wanderlei Silva,Rich Franklin,1,0,0.31,0.36,0.0,0.5,0,0,0,0,0.65,0.7833333333333333,Rich Franklin , Decision - Unanimous ,5,5.0,UFC 147: Silva vs Franklin 2,Catch Weight ,187,58,336,122,213,80,342,126,0,0,2,1,174,51,305,97,9,3,28,22,4,4,3,3,171,47,328,118,2,1,0,0,14,10,8,4,25.0,0,0,23-2012-06,"Belo Horizonte, Minas Gerais, Brazil"
4465,Cezar Ferreira,Sergio Moraes,2,0,0.37,0.52,0.0,0.0,0,0,0,0,0.8833333333333333,0.0,Cezar Ferreira , Decision - Unanimous ,3,5.0,UFC 147: Silva vs Franklin 2,Ultimate Fighter Brazil 1 Middleweight Tournament  ,111,42,73,38,124,46,74,39,0,0,2,0,80,27,60,25,30,14,6,6,1,1,7,7,99,35,61,32,3,3,12,6,9,4,0,0,15.0,0,1,23-2012-06,"Belo Horizonte, Minas Gerais, Brazil"
4466,Godofredo Pepey,Rony Jason,0,0,0.38,0.47,0.0,0.0,1,0,0,0,1.0833333333333333,4.5,Rony Jason , Decision - Unanimous ,3,5.0,UFC 147: Silva vs Franklin 2,Ultimate Fighter Brazil 1 Featherweight Tournament  ,83,32,76,36,129,74,100,60,4,0,2,0,61,16,46,13,9,6,22,16,13,10,8,7,71,24,63,25,1,1,4,2,11,7,9,9,15.0,0,1,23-2012-06,"Belo Horizonte, Minas Gerais, Brazil"
4467,Fabricio Werdum,Mike Russow,1,0,0.53,0.18,0.0,0.0,0,0,0,0,0.18333333333333332,0.16666666666666666,Fabricio Werdum , KO/TKO ,1,2.466666666666667,UFC 147: Silva vs Franklin 2,Heavyweight ,58,31,16,3,58,31,16,3,0,0,0,0,52,26,16,3,3,2,0,0,3,3,0,0,37,18,16,3,2,0,0,0,19,13,0,0,2.466666666666667,1,0,23-2012-06,"Belo Horizonte, Minas Gerais, Brazil"
4468,Iuri Alcantara,Hacran Dias,0,0,0.38,0.43,0.0,0.5,1,0,0,0,1.1166666666666667,9.016666666666667,Hacran Dias , Decision - Unanimous ,3,5.0,UFC 147: Silva vs Franklin 2,Featherweight ,50,19,44,19,71,36,144,108,1,0,10,5,39,10,28,8,8,6,5,2,3,3,11,9,40,11,27,8,4,4,0,0,6,4,17,11,15.0,0,0,23-2012-06,"Belo Horizonte, Minas Gerais, Brazil"
4469,Anistavio Medeiros,Rodrigo Damm,0,0,0.44,0.52,0.0,0.0,0,1,0,0,0.0,0.55,Rodrigo Damm , Submission ,1,2.2,UFC 147: Silva vs Franklin 2,Featherweight ,18,8,21,11,18,8,22,12,0,0,0,0,12,2,16,7,0,0,2,2,6,6,3,2,18,8,21,11,0,0,0,0,0,0,0,0,2.2,1,0,23-2012-06,"Belo Horizonte, Minas Gerais, Brazil"
4470,Delson Heleno,Francisco Trinaldo,0,0,0.75,0.8,0.0,0.0,0,0,0,0,1.1166666666666667,1.15,Francisco Trinaldo , KO/TKO ,1,4.35,UFC 147: Silva vs Franklin 2,Middleweight ,4,3,26,21,5,4,47,41,4,0,0,0,2,1,13,9,1,1,13,12,1,1,0,0,2,1,3,2,2,2,8,8,0,0,15,11,4.35,1,0,23-2012-06,"Belo Horizonte, Minas Gerais, Brazil"
4471,John Teixeira,Hugo Viana,0,0,0.37,0.46,0.16,0.0,0,0,0,0,1.7666666666666666,1.2333333333333334,Hugo Viana , Decision - Split ,3,5.0,UFC 147: Silva vs Franklin 2,Featherweight ,140,52,141,65,147,59,157,78,6,1,0,0,98,19,98,31,25,19,38,29,17,14,5,5,123,39,127,60,17,13,12,5,0,0,2,0,15.0,0,0,23-2012-06,"Belo Horizonte, Minas Gerais, Brazil"
4472,Thiago Perpetuo,Leonardo Mafra,1,0,0.72,0.4,0.25,0.0,0,1,0,0,4.9,0.0,Thiago Perpetuo , KO/TKO ,3,0.6833333333333333,UFC 147: Silva vs Franklin 2,Middleweight ,94,68,81,33,121,91,100,46,4,1,0,0,58,42,61,19,29,21,8,5,7,5,12,9,57,38,78,30,5,4,3,3,32,26,0,0,10.683333333333334,1,0,23-2012-06,"Belo Horizonte, Minas Gerais, Brazil"
4473,Marcos Vinicius,Wagner Campos,0,0,0.48,0.41,0.0,1.0,0,0,0,0,0.03333333333333333,6.533333333333333,Marcos Vinicius , KO/TKO ,3,1.0666666666666667,UFC 147: Silva vs Franklin 2,Featherweight ,58,28,41,17,79,46,97,58,0,0,2,2,46,20,25,5,7,6,7,4,5,2,9,8,46,21,33,17,7,6,1,0,5,1,7,0,11.066666666666666,1,0,23-2012-06,"Belo Horizonte, Minas Gerais, Brazil"
4474,Felipe Arantes,Milton Vieira,0,0,0.55,0.38,1.0,0.33,0,0,0,0,1.9333333333333333,3.283333333333333,D, Decision - Split ,3,5.0,UFC 147: Silva vs Franklin 2,Featherweight ,68,38,78,30,78,48,118,67,2,2,3,1,48,21,60,17,8,5,14,10,12,12,4,3,59,31,65,24,0,0,3,1,9,7,10,5,15.0,0,0,23-2012-06,"Belo Horizonte, Minas Gerais, Brazil"
4475,Gray Maynard,Clay Guida,0,0,0.21,0.14,0.11,0.0,1,0,0,0,1.1666666666666667,0.7833333333333333,Gray Maynard , Decision - Split ,5,5.0,UFC on FX: Maynard vs Guida,Lightweight ,225,49,321,45,229,52,327,49,9,1,3,0,206,35,312,40,11,7,5,1,8,7,4,4,207,33,321,45,11,10,0,0,7,6,0,0,25.0,0,0,22-2012-06,"Atlantic City, New Jersey, USA"
4476,Sam Stout,Spencer Fisher,0,0,0.33,0.41,0.5,0.0,0,0,0,0,3.8666666666666667,0.1,Sam Stout , Decision - Unanimous ,3,5.0,UFC on FX: Maynard vs Guida,Lightweight ,189,64,156,65,234,96,184,89,8,4,1,0,139,28,132,43,33,20,14,13,17,16,10,9,187,63,149,60,2,1,7,5,0,0,0,0,15.0,0,0,22-2012-06,"Atlantic City, New Jersey, USA"
4477,Brian Ebersole,TJ Waldburger,0,1,0.66,0.43,0.4,1.0,0,4,0,0,8.25,1.7333333333333334,Brian Ebersole , Decision - Unanimous ,3,5.0,UFC on FX: Maynard vs Guida,Welterweight ,59,39,41,18,118,90,59,33,5,2,1,1,42,29,31,9,11,6,7,6,6,4,3,3,29,14,35,13,8,6,5,4,22,19,1,1,15.0,0,0,22-2012-06,"Atlantic City, New Jersey, USA"
4478,Ross Pearson,Cub Swanson,0,1,0.35,0.43,0.5,0.0,0,0,0,0,2.6166666666666667,0.08333333333333333,Cub Swanson , KO/TKO ,2,4.233333333333333,UFC on FX: Maynard vs Guida,Featherweight ,107,38,104,45,124,49,115,51,6,3,1,0,89,24,95,39,15,11,4,2,3,3,5,4,94,30,95,40,1,1,2,1,12,7,7,4,9.233333333333334,1,0,22-2012-06,"Atlantic City, New Jersey, USA"
4479,Hatsu Hioki,Ricardo Lamas,0,0,0.37,0.49,0.8,0.0,0,4,0,1,7.35,1.2666666666666666,Ricardo Lamas , Decision - Unanimous ,3,5.0,UFC on FX: Maynard vs Guida,Featherweight ,45,17,73,36,68,36,123,86,5,4,1,0,25,6,45,15,19,10,11,11,1,1,17,10,40,12,65,28,3,3,3,3,2,2,5,5,15.0,0,0,22-2012-06,"Atlantic City, New Jersey, USA"
4480,Ramsey Nijem,CJ Keith,0,0,0.33,0.71,0.33,0.0,0,0,0,0,1.0666666666666667,0.4,Ramsey Nijem , KO/TKO ,1,2.4833333333333334,UFC on FX: Maynard vs Guida,Lightweight ,15,5,7,5,34,19,19,16,3,1,0,0,14,5,5,3,1,0,0,0,0,0,2,2,9,2,4,2,0,0,2,2,6,3,1,1,2.4833333333333334,1,0,22-2012-06,"Atlantic City, New Jersey, USA"
4481,Rick Story,Brock Jardine,0,0,0.4,0.3,0.83,0.0,0,0,0,0,5.216666666666667,0.7666666666666667,Rick Story , Decision - Unanimous ,3,5.0,UFC on FX: Maynard vs Guida,Welterweight ,125,51,60,18,142,67,63,21,6,5,2,0,79,13,47,11,35,27,12,6,11,11,1,1,97,27,60,18,3,3,0,0,25,21,0,0,15.0,0,0,22-2012-06,"Atlantic City, New Jersey, USA"
4482,Steven Siler,Joey Gambino,0,0,0.75,0.33,0.33,0.0,1,0,0,0,1.1333333333333333,0.4166666666666667,Steven Siler , Submission ,1,2.783333333333333,UFC on FX: Maynard vs Guida,Featherweight ,16,12,15,5,32,27,15,5,3,1,2,0,13,9,12,2,3,3,1,1,0,0,2,2,4,2,12,4,8,6,3,1,4,4,0,0,2.783333333333333,1,0,22-2012-06,"Atlantic City, New Jersey, USA"
4483,Nick Catone,Chris Camozzi,0,0,0.32,0.49,0.22,0.0,0,0,0,0,2.6166666666666667,0.8,Chris Camozzi , TKO - Doctor's Stoppage ,3,1.85,UFC on FX: Maynard vs Guida,Middleweight ,43,14,69,34,65,32,94,55,9,2,0,0,34,10,53,19,7,2,4,4,2,2,12,11,31,8,60,26,8,4,9,8,4,2,0,0,11.85,1,0,22-2012-06,"Atlantic City, New Jersey, USA"
4484,Matt Brown,Luis Ramos,0,0,0.59,0.32,0.0,0.2,0,0,0,0,0.23333333333333334,3.7333333333333334,Matt Brown , KO/TKO ,2,4.333333333333333,UFC on FX: Maynard vs Guida,Welterweight ,88,52,61,20,110,74,72,26,3,0,5,1,64,30,47,7,14,14,2,2,10,8,12,11,60,26,60,20,28,26,1,0,0,0,0,0,9.333333333333332,1,0,22-2012-06,"Atlantic City, New Jersey, USA"
4485,Dan Miller,Ricardo Funch,1,0,0.61,0.67,0.0,0.25,3,0,0,0,1.3,6.85,Dan Miller , Submission ,3,3.2,UFC on FX: Maynard vs Guida,Welterweight ,92,57,107,72,118,81,127,90,4,0,8,2,73,40,54,26,17,15,12,7,2,2,41,39,62,31,59,25,19,17,31,30,11,9,17,17,13.2,1,0,22-2012-06,"Atlantic City, New Jersey, USA"
4486,Ken Stone,Dustin Pague,0,0,0.52,0.45,0.0,0.0,0,0,0,0,5.1,0.016666666666666666,Ken Stone , Decision - Split ,3,5.0,UFC on FX: Maynard vs Guida,Bantamweight ,119,63,90,41,149,88,96,47,3,0,3,0,86,31,59,14,5,5,11,9,28,27,20,18,97,44,86,37,19,19,4,4,3,0,0,0,15.0,0,0,22-2012-06,"Atlantic City, New Jersey, USA"
4487,Demetrious Johnson,Ian McCall,1,0,0.58,0.43,0.25,0.09,0,0,0,0,2.05,3.0833333333333335,Demetrious Johnson , Decision - Unanimous ,3,5.0,UFC on FX: Johnson vs McCall,Flyweight ,153,90,132,57,169,105,172,94,8,2,11,1,70,23,77,16,52,41,36,27,31,26,19,14,99,45,87,26,54,45,44,31,0,0,1,0,15.0,0,0,08-2012-06,"Sunrise, Florida, USA"
4488,Erick Silva,Charlie Brenneman,0,0,0.71,0.25,0.0,0.14,2,0,0,0,0.55,2.0,Erick Silva , Submission ,1,4.55,UFC on FX: Johnson vs McCall,Welterweight ,14,10,12,3,15,11,30,14,0,0,7,1,2,1,9,2,12,9,3,1,0,0,0,0,11,7,10,2,3,3,2,1,0,0,0,0,4.55,1,0,08-2012-06,"Sunrise, Florida, USA"
4489,Mike Pyle,Josh Neer,1,0,0.64,0.54,1.0,0.0,0,0,0,0,2.9166666666666665,0.15,Mike Pyle , KO/TKO ,1,4.933333333333334,UFC on FX: Johnson vs McCall,Welterweight ,28,18,35,19,57,38,59,39,1,1,1,0,21,12,26,10,6,5,9,9,1,1,0,0,16,10,24,10,8,6,11,9,4,2,0,0,4.933333333333334,1,0,08-2012-06,"Sunrise, Florida, USA"
4490,Eddie Wineland,Scott Jorgensen,1,0,0.32,0.33,1.0,0.0,0,0,0,0,0.4,0.0,Eddie Wineland , KO/TKO ,2,4.166666666666667,UFC on FX: Johnson vs McCall,Bantamweight ,188,61,144,48,193,66,145,49,1,1,4,0,172,54,124,32,14,5,10,7,2,2,10,9,180,54,140,45,5,4,4,3,3,3,0,0,9.166666666666668,1,0,08-2012-06,"Sunrise, Florida, USA"
4491,Mike Pierce,Carlos Eduardo Rocha,0,0,0.62,0.45,0.3,0.0,0,0,0,0,11.333333333333334,0.0,Mike Pierce , Decision - Unanimous ,3,5.0,UFC on FX: Johnson vs McCall,Welterweight ,51,32,37,17,149,117,66,38,10,3,0,0,33,18,21,3,4,3,10,8,14,11,6,6,16,5,23,6,15,13,14,11,20,14,0,0,15.0,0,0,08-2012-06,"Sunrise, Florida, USA"
4492,Seth Baczynski,Lance Benoist,0,0,0.35,0.54,0.2,0.42,0,0,0,0,3.783333333333333,6.5,Seth Baczynski , Decision - Split ,3,5.0,UFC on FX: Johnson vs McCall,Welterweight ,70,25,64,35,109,50,150,114,5,1,7,3,60,19,38,15,10,6,20,17,0,0,6,3,45,11,41,19,11,8,11,7,14,6,12,9,15.0,0,0,08-2012-06,"Sunrise, Florida, USA"
4493,Leonard Garcia,Matt Grice,0,0,0.02,0.53,0.0,0.57,0,1,0,0,0.0,9.65,Matt Grice , Decision - Unanimous ,3,5.0,UFC on FX: Johnson vs McCall,Featherweight ,69,2,113,61,101,30,194,136,0,0,7,4,62,1,106,59,4,1,3,1,3,0,4,1,67,2,20,8,2,0,4,1,0,0,89,52,15.0,0,0,08-2012-06,"Sunrise, Florida, USA"
4494,Dustin Pague,Jared Papazian,0,0,0.66,0.41,1.0,0.0,1,0,0,0,2.5833333333333335,0.0,Dustin Pague , Submission ,1,3.35,UFC on FX: Johnson vs McCall,Bantamweight ,9,6,17,7,12,9,22,12,1,1,0,0,4,2,16,6,2,1,1,1,3,3,0,0,6,4,14,6,2,1,3,1,1,1,0,0,3.35,1,0,08-2012-06,"Sunrise, Florida, USA"
4495,Tim Means,Justin Salas,2,0,0.61,0.62,0.0,0.0,0,0,0,0,0.31666666666666665,0.0,Tim Means , KO/TKO ,1,1.1,UFC on FX: Johnson vs McCall,Lightweight ,42,26,8,5,46,30,8,5,0,0,4,0,41,25,6,3,1,1,1,1,0,0,1,1,14,9,6,3,13,8,2,2,15,9,0,0,1.1,1,0,08-2012-06,"Sunrise, Florida, USA"
4496,Buddy Roberts,Caio Magalhaes,0,0,0.31,0.23,0.0,0.13,0,0,0,0,0.1,3.783333333333333,Buddy Roberts , Decision - Unanimous ,3,5.0,UFC on FX: Johnson vs McCall,Middleweight ,111,35,92,22,158,81,98,27,0,0,15,2,94,26,58,8,12,7,6,2,5,2,28,12,103,28,90,20,7,6,1,1,1,1,1,1,15.0,0,0,08-2012-06,"Sunrise, Florida, USA"
4497,Henry Martinez,Bernardo Magalhaes,0,0,0.12,0.19,0.0,0.0,0,1,0,0,0.23333333333333334,0.016666666666666666,Henry Martinez , Decision - Split ,3,5.0,UFC on FX: Johnson vs McCall,Lightweight ,146,18,132,26,146,18,132,26,0,0,7,0,139,13,105,12,3,1,15,4,4,4,12,10,146,18,132,26,0,0,0,0,0,0,0,0,15.0,0,0,08-2012-06,"Sunrise, Florida, USA"
4498,Jake Hecht,Sean Pierson,0,0,0.37,0.37,0.42,0.5,0,1,0,1,2.8666666666666667,3.9833333333333334,Sean Pierson , Decision - Unanimous ,3,5.0,UFC on FX: Johnson vs McCall,Welterweight ,99,37,109,41,111,48,158,89,7,3,2,1,71,17,86,20,27,19,18,17,1,1,5,4,72,17,79,20,25,18,25,18,2,2,5,3,15.0,0,0,08-2012-06,"Sunrise, Florida, USA"
4499,Jake Ellenberger,Martin Kampmann,1,1,0.38,0.41,0.0,0.0,0,0,0,0,4.133333333333334,0.48333333333333334,Martin Kampmann , KO/TKO ,2,1.6666666666666667,The Ultimate Fighter: Live Finale,Welterweight ,50,19,31,13,64,27,34,16,0,0,1,0,46,15,25,10,2,2,6,3,2,2,0,0,36,13,20,6,4,4,9,6,10,2,2,1,6.666666666666667,1,0,01-2012-06,"Las Vegas, Nevada, USA"
4500,Michael Chiesa,Al Iaquinta,0,0,0.6,0.5,0.33,0.0,1,0,0,0,1.0833333333333333,0.0,Michael Chiesa , Submission ,1,2.783333333333333,The Ultimate Fighter: Live Finale,Ultimate Fighter 15 Lightweight Tournament  ,15,9,16,8,15,9,16,8,3,1,0,0,11,5,13,6,1,1,2,1,3,3,1,1,15,9,14,8,0,0,2,0,0,0,0,0,2.783333333333333,1,1,01-2012-06,"Las Vegas, Nevada, USA"
4501,Jonathan Brookins,Charles Oliveira,0,0,0.36,0.55,0.5,0.5,1,1,0,0,1.1166666666666667,0.9833333333333333,Charles Oliveira , Submission ,2,2.7,The Ultimate Fighter: Live Finale,Featherweight ,74,27,76,42,74,27,82,48,2,1,2,1,63,22,52,21,9,4,13,10,2,1,11,11,64,22,63,32,10,5,9,8,0,0,4,2,7.7,1,0,01-2012-06,"Las Vegas, Nevada, USA"
4502,Max Holloway,Pat Schilling,1,0,0.44,0.25,0.0,0.0,0,0,0,0,0.9333333333333333,1.0,Max Holloway , Decision - Unanimous ,3,5.0,The Ultimate Fighter: Live Finale,Featherweight ,267,118,108,27,268,119,108,27,0,0,17,0,224,86,95,19,41,30,10,5,2,2,3,3,247,105,107,27,13,8,1,0,7,5,0,0,15.0,0,0,01-2012-06,"Las Vegas, Nevada, USA"
4503,Justin Lawrence,John Cofer,1,0,0.34,0.35,0.33,0.5,0,0,0,0,0.8833333333333333,0.8666666666666667,Justin Lawrence , KO/TKO ,3,0.31666666666666665,The Ultimate Fighter: Live Finale,Lightweight ,155,54,101,36,163,59,107,39,3,1,4,2,138,44,77,20,14,8,18,11,3,2,6,5,140,46,93,31,7,5,8,5,8,3,0,0,10.316666666666666,1,0,01-2012-06,"Las Vegas, Nevada, USA"
4504,Daron Cruickshank,Chris Tickle,0,0,0.56,0.4,0.8,0.25,0,2,2,1,8.266666666666667,5.05,Daron Cruickshank , Decision - Unanimous ,3,5.0,The Ultimate Fighter: Live Finale,Lightweight ,30,17,40,16,84,59,82,52,5,4,4,1,21,11,34,11,5,3,4,3,4,3,2,2,21,8,34,11,0,0,1,1,9,9,5,4,15.0,0,0,01-2012-06,"Las Vegas, Nevada, USA"
4505,Myles Jury,Chris Saunders,0,0,0.24,0.22,0.0,1.0,1,0,0,0,0.0,0.6,Myles Jury , Submission ,1,4.05,The Ultimate Fighter: Live Finale,Lightweight ,49,12,27,6,49,12,27,6,0,0,1,1,30,5,14,1,5,2,1,0,14,5,12,5,49,12,27,6,0,0,0,0,0,0,0,0,4.05,1,0,01-2012-06,"Las Vegas, Nevada, USA"
4506,Cristiano Marcello,Sam Sicilia,0,0,0.43,0.35,0.0,0.0,0,0,0,0,0.08333333333333333,0.4666666666666667,Sam Sicilia , KO/TKO ,2,2.8833333333333333,The Ultimate Fighter: Live Finale,Lightweight ,90,39,93,33,92,39,103,42,2,0,0,0,80,32,82,23,9,6,10,10,1,1,1,0,90,39,78,23,0,0,4,2,0,0,11,8,7.883333333333333,1,0,01-2012-06,"Las Vegas, Nevada, USA"
4507,Joe Proctor,Jeremy Larsen,1,0,0.35,0.44,0.0,0.0,0,0,0,0,0.08333333333333333,0.0,Joe Proctor , KO/TKO ,1,1.9833333333333334,The Ultimate Fighter: Live Finale,Lightweight ,28,10,29,13,31,13,29,13,0,0,0,0,26,8,22,8,1,1,7,5,1,1,0,0,24,7,29,13,2,1,0,0,2,2,0,0,1.9833333333333334,1,0,01-2012-06,"Las Vegas, Nevada, USA"
4508,John Albert,Erik Perez,0,0,0.25,0.69,0.0,0.0,2,1,0,1,0.8666666666666667,2.566666666666667,Erik Perez , Submission ,1,4.3,The Ultimate Fighter: Live Finale,Bantamweight ,24,6,26,18,44,25,81,59,3,0,0,0,18,3,15,8,5,2,8,7,1,1,3,3,20,4,16,11,4,2,4,2,0,0,6,5,4.3,1,0,01-2012-06,"Las Vegas, Nevada, USA"
